DATA,FORNECEDOR,DESTINO,ESTADO/MUNICIPIO,TIPO,QUANTIDADE,VALOR,DESTINATARIO,UF,DATA DE ENTREGA,latitude,longitude
2020-06-26,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000.0,Secretaria Municipal de Saúde (JUAZEIRO),BA,01-07-2020,-13.29,-41.71
2020-06-26,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580.0,Secretaria Municipal de Saúde (MATA DO SÃO JOÃO),BA,01-07-2020,-13.29,-41.71
2020-06-26,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000.0,Secretaria Municipal de Saúde (MATA DO SÃO JOÃO),BA,01-07-2020,-13.29,-41.71
2020-06-26,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,20,965800.0,Secretaria Municipal de Saúde (SERRINHA),BA,01-07-2020,-13.29,-41.71
2020-04-07,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000.0,Secretaria Municipal de Saúde (ITABUNA),BA,07-07-2020,-13.29,-41.71
2020-04-07,KTK,BAHIA,MUNICIPIO,TRANSPORTE,5,100000.0,Secretaria Municipal de Saúde (ITABUNA),BA,07-07-2020,-13.29,-41.71
2020-07-07,VYAIRE,BAHIA,MUNICIPIO,UTI,5,300000.0,Juazeiro - Pró-Mater,BA,13-07-2020,-13.29,-41.71
2020-07-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5,241450.0,Juazeiro - Pró-Mater,BA,13-07-2020,-13.29,-41.71
2020-07-07,VYAIRE,BAHIA,MUNICIPIO,UTI,3,180000.0,Paulo Afonso - Nair Alves,BA,14-07-2020,-13.29,-41.71
2020-07-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,4,193160.0,Paulo Afonso - Nair Alves,BA,14-07-2020,-13.29,-41.71
2020-07-07,VYAIRE,BAHIA,MUNICIPIO,UTI,5,300000.0,SALVADOR - HOSPITAL DA SAGRADA FAMILIA,BA,13-07-2020,-13.29,-41.71
2020-07-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5,241450.0,SALVADOR - HOSPITAL DA SAGRADA FAMILIA,BA,13-07-2020,-13.29,-41.71
2020-07-07,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000.0,SALVADOR - HOSPITAL DE SALVADOR,BA,13-07-2020,-13.29,-41.71
2020-07-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,10,482900.0,SALVADOR - HOSPITAL DE SALVADOR,BA,13-07-2020,-13.29,-41.71
2020-07-07,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000.0,SALVADOR - Pronto ATENDIMENTO,BA,13-07-2020,-13.29,-41.71
2020-07-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,10,482900.0,SALVADOR - Pronto ATENDIMENTO,BA,13-07-2020,-13.29,-41.71
2020-07-07,VYAIRE,BAHIA,MUNICIPIO,UTI,3,180000.0,Senhor do Bonfim - Hospital de Sr. do Bonfim,BA,13-07-2020,-13.29,-41.71
2020-07-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,4,193160.0,Senhor do Bonfim - Hospital de Sr. do Bonfim,BA,13-07-2020,-13.29,-41.71
2020-07-07,VYAIRE,BAHIA,MUNICIPIO,UTI,5,300000.0,Vitória da Conquista - Hospital das Clínicas de Conquista,BA,12-07-2020,-13.29,-41.71
2020-07-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5,241450.0,Vitória da Conquista - Hospital das Clínicas de Conquista,BA,12-07-2020,-13.29,-41.71
2020-10-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,30,1448700.0,Bahia - Secretaria Estadual de Saúde,BA,17-07-2020,-13.29,-41.71
2020-10-07,VYAIRE,BAHIA,MUNICIPIO,UTI,17,1020000.0,Bahia - Secretaria Estadual de Saúde,BA,17-07-2020,-13.29,-41.71
2020-10-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290.0,ABAIRA - Secretaria Municipal de Saúde,BA,16-07-2020,-13.29,-41.71
2020-10-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580.0,BARRA DO CHOÇA - Secretaria Municipal de Saúde,BA,15-07-2020,-13.29,-41.71
2020-10-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290.0,BARROCAS - Secretaria Municipal de Saúde,BA,18-07-2020,-13.29,-41.71
2020-10-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580.0,CACULÉ - Secretaria Municipal de Saúde,BA,15-07-2020,-13.29,-41.71
2020-10-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580.0,CAMAÇARI - Secretaria Municipal de Saúde,BA,18-07-2020,-13.29,-41.71
2020-10-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580.0,CAMAÇARI - Secretaria Municipal de Saúde,BA,18-07-2020,-13.29,-41.71
2020-10-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580.0,CAMAÇARI - Secretaria Municipal de Saúde,BA,18-07-2020,-13.29,-41.71
2020-10-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5,241450.0,CAMPO ALEGRE DE LOURDES - Secretaria Municipal de Saúde,BA,18-07-2020,-13.29,-41.71
2020-10-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5,241450.0,CAMPO FORMOSO - Secretaria Municipal de Saúde,BA,18-07-2020,-13.29,-41.71
2020-10-07,VYAIRE,BAHIA,MUNICIPIO,UTI,5,300000.0,CAMPO FORMOSO - Secretaria Municipal de Saúde,BA,18-07-2020,-13.29,-41.71
2020-10-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580.0,MUNDO NOVO - Secretaria Municipal de Saúde,BA,18-07-2020,-13.29,-41.71
2020-10-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,3,144870.0,SIMÕES FILHO - Secretaria Municipal de Saúde,BA,17-07-2020,-13.29,-41.71
2020-10-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580.0,VITÓRIA DA CONQUISTA - Secretaria Municipal de Saúde,BA,15-07-2020,-13.29,-41.71
2020-10-07,VYAIRE,BAHIA,MUNICIPIO,UTI,3,180000.0,VITÓRIA DA CONQUISTA - Secretaria Municipal de Saúde,BA,15-07-2020,-13.29,-41.71
2020-10-07,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580.0,XIQUE-XIQUE - Secretaria Municipal de Saúde,BA,18-07-2020,-13.29,-41.71
2020-07-17,VYAIRE,BAHIA,MUNICIPIO,UTI,6,360000.0,SALVADOR - Secretaria Municipal de Saúde ,BA,24-07-2020,-13.29,-41.71
2020-07-17,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,8,386320.0,SALVADOR - Secretaria Municipal de Saúde ,BA,24-07-2020,-13.29,-41.71
2020-07-17,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5,241450.0,ITAPETINIGA - Secretaria Municipal de Saúde ,BA,24-07-2020,-13.29,-41.71
2020-07-24,VYAIRE,BAHIA,MUNICIPIO,UTI,5,300000.0, ITAPETINGA - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,5,100000.0, ITAPETINGA - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,4,80000.0,ALAGOINHAS - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3,60000.0,ANDARAI - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000.0,BARRA  - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000.0,BIRITINGA - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000.0,BOA VISTA DO TUPIM - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,VYAIRE,BAHIA,MUNICIPIO,UTI,5,300000.0,BOM JESUS DA LAPA - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3,60000.0,BOM JESUS DA LAPA - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,VYAIRE,BAHIA,MUNICIPIO,UTI,7,420000.0,CAETITE - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3,60000.0,CASTRO ALVES - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,4,80000.0,CONCEICAO DO JACUIPE - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,VYAIRE,BAHIA,MUNICIPIO,UTI,1,60000.0,CURACA - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000.0,CURACA - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000.0,ENTRE RIOS - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000.0,ITABUNA - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,10,200000.0,ITABUNA - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000.0,ITATIM - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,VYAIRE,BAHIA,MUNICIPIO,UTI,1,60000.0,JAGUARARI - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,VYAIRE,BAHIA,MUNICIPIO,UTI,3,180000.0,LAJE - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000.0,LAJE - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000.0,MATA DE SÃO JOAO - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000.0,POJUCA - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000.0,POJUCA - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000.0,QUIJINGUE - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000.0,QUIJINGUE - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,VYAIRE,BAHIA,ESTADO,UTI,5,300000.0,SALVADOR - Secretaria Estadual de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,ESTADO,TRANSPORTE,14,280000.0,SALVADOR - Secretaria Estadual de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3,60000.0,SANTALUZ - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,VYAIRE,BAHIA,MUNICIPIO,UTI,3,180000.0,SENTO SE - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000.0,SENTO SE - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,VYAIRE,BAHIA,MUNICIPIO,UTI,1,60000.0,VALENTE - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-24,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000.0,VALENTE - Secretaria Municipal de Saúde ,BA,07-08-2020,-13.29,-41.71
2020-07-31,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000.0,SMS de Amargosa,BA,08-08-2020,-13.29,-41.71
2020-07-31,LEISTUNG,BAHIA,MUNICIPIO,UTI,1,60000.0,SMS de Coracao De Maria,BA,08-08-2020,-13.29,-41.71
2020-07-31,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000.0,SMS de Coracao De Maria,BA,08-08-2020,-13.29,-41.71
2020-07-31,LEISTUNG,BAHIA,MUNICIPIO,UTI,1,60000.0,SMS de Jandaira,BA,08-08-2020,-13.29,-41.71
2020-07-31,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000.0,SMS de Jandaira,BA,08-08-2020,-13.29,-41.71
2020-07-31,LEISTUNG,BAHIA,MUNICIPIO,UTI,6,360000.0,SMS de Miguel Calmon,BA,08-08-2020,-13.29,-41.71
2020-07-31,LEISTUNG,BAHIA,MUNICIPIO,UTI,2,120000.0,SMS de Monte Santo,BA,08-08-2020,-13.29,-41.71
2020-07-31,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3,60000.0,MAIRINQUE - Secretaria Municipal de Saúde ,BA,08-08-2020,-13.29,-41.71
2020-07-31,LEISTUNG,BAHIA,MUNICIPIO,UTI,2,120000.0,SMS de Muritiba,BA,08-08-2020,-13.29,-41.71
2020-07-31,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000.0,SMS de Muritiba,BA,08-08-2020,-13.29,-41.71
2020-07-31,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000.0,SMS de Riacho De Sanatana,BA,08-08-2020,-13.29,-41.71
2020-07-31,LEISTUNG,BAHIA,MUNICIPIO,UTI,1,60000.0,SMS de Umburanas,BA,08-08-2020,-13.29,-41.71
2020-07-31,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000.0,SMS de Umburanas,BA,08-08-2020,-13.29,-41.71
2020-07-31,LEISTUNG,BAHIA,MUNICIPIO,UTI,2,120000.0,SMS de Valenca,BA,08-08-2020,-13.29,-41.71
2020-07-31,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000.0,SMS de Valenca,BA,08-08-2020,-13.29,-41.71
2020-07-31,LEISTUNG,BAHIA,MUNICIPIO,UTI,5,300000.0,SMS de Vitoria Da Conquista,BA,08-08-2020,-13.29,-41.71
2020-07-31,KTK,BAHIA,MUNICIPIO,TRANSPORTE,5,100000.0,SMS de Vitoria Da Conquista,BA,08-08-2020,-13.29,-41.71
2020-03-08,LEISTUNG,BAHIA,MUNICIPIO,UTI,6,360000.0,SMS de Euclides Da Cunha,BA,08-08-2020,-13.29,-41.71
2020-03-08,KTK,BAHIA,MUNICIPIO,TRANSPORTE,6,120000.0,SMS de Feira De Santana,BA,08-08-2020,-13.29,-41.71
2020-09-08,LEISTUNG,BAHIA,ESTADO,UTI,10,600000.0,SECRETARIA ESTADUAL DE SAUDE BAHIA ALMOX,BA,14-08-2020,-13.29,-41.71
2020-08-14,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de Santa Teresinha,BA,18-08-2020,-13.29,-41.71
2020-08-14,VYAIRE,BAHIA,MUNICIPIO,UTI,1,60000.0,SMS de Santa Teresinha,BA,18-08-2020,-13.29,-41.71
2020-08-14,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de Serra Dourada,BA,18-08-2020,-13.29,-41.71
2020-08-14,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000.0,SMS de Serra Dourada,BA,18-08-2020,-13.29,-41.71
2020-08-14,VYAIRE,BAHIA,MUNICIPIO,UTI,20,1200000.0,SMS de Juazeiro,BA,18-08-2020,-13.29,-41.71
2020-08-14,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000.0,SMS de Senhor Do Bonfim,BA,18-08-2020,-13.29,-41.71
2020-08-14,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de Serra Do Ramalho,BA,18-08-2020,-13.29,-41.71
2020-08-14,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000.0,SMS de Serra Do Ramalho,BA,18-08-2020,-13.29,-41.71
2020-08-14,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5,241450.0,SMS de Feira De Santana,BA,18-08-2020,-13.29,-41.71
2020-08-14,VYAIRE,BAHIA,MUNICIPIO,UTI,5,300000.0,SMS de Feira De Santana,BA,18-08-2020,-13.29,-41.71
2020-08-14,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580.0,SECRETARIA MUNICIPAL DE SAUDE DE NAZARE,BA,18-08-2020,-13.29,-41.71
2020-08-14,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000.0,SMS de Bom Jesus Da Lapa,BA,18-08-2020,-13.29,-41.71
2020-08-21,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de Central,BA,25-08-2020,-13.29,-41.71
2020-08-21,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000.0,SMS de Central,BA,25-08-2020,-13.29,-41.71
2020-08-21,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580.0,SMS de Quixabeira,BA,25-08-2020,-13.29,-41.71
2020-08-21,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000.0,SMS de Araci,BA,25-08-2020,-13.29,-41.71
2020-08-21,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580.0,SMS de Araci,BA,25-08-2020,-13.29,-41.71
2020-09-06,WEG,DISTRITO FEDERAL,ESTADO ,UTI,25,1500000.0,Secretaria Estadual de Saúde,DF,10-06-2020,-15.83,-47.86
2020-09-06,MAGNAMED,DISTRITO FEDERAL,ESTADO ,TRANSPORTE,25,1207250.0,Secretaria Estadual de Saúde,DF,10-06-2020,-15.83,-47.86
2020-06-25,VYAIRE,DISTRITO FEDERAL,ESTADO ,UTI,30,1800000.0,Secretaria Estadual de Saúde,DF,26-06-2020,-15.83,-47.86
2020-06-25,MAGNAMED,DISTRITO FEDERAL,ESTADO ,TRANSPORTE,20,965800.0,Secretaria Estadual de Saúde,DF,26-06-2020,-15.83,-47.86
2020-06-26,MAGNAMED,DISTRITO FEDERAL,ESTADO ,TRANSPORTE,40,1931600.0,Secretaria Estadual de Saúde,DF,27-06-2020,-15.83,-47.86
2020-06-26,VYAIRE,DISTRITO FEDERAL,ESTADO ,UTI,60,3600000.0,Secretaria Estadual de Saúde,DF,27-06-2020,-15.83,-47.86
2020-04-07,VYAIRE,DISTRITO FEDERAL,ESTADO,UTI,30,1800000.0,Secretaria Estadual de Saúde,DF,06-07-2020,-15.83,-47.86
2020-10-07,MAGNAMED,DISTRITO FEDERAL,ESTADO,TRANSPORTE,17,820930.0,Secretaria Estadual de Saúde,DF,13-07-2020,-15.83,-47.86
2020-10-07,UTI,DISTRITO FEDERAL,ESTADO,UTI,3,180000.0,Secretaria Estadual de Saúde,DF,13-07-2020,-15.83,-47.86
2020-05-16,LEISTUNG,MARANHAO,ESTADO,UTI,20,1200000.0,Secretaria Estadual de Saúde,MA,18-05-2020,-5.42,-45.44
2020-05-16,MAGNAMED,MARANHAO,ESTADO,TRANSPORTE,5,241450.0,Secretaria Estadual de Saúde,MA,17-05-2020,-5.42,-45.44
2020-05-28,VYAIRE,MARANHAO,ESTADO,UTI,10,600000.0,Secretaria Estadual de Saúde,MA,01-06-2020,-5.42,-45.44
2020-05-28,MAGNAMED,MARANHAO,ESTADO,TRANSPORTE,10,482900.0,Secretaria Estadual de Saúde,MA,01-06-2020,-5.42,-45.44
2020-04-06,VYAIRE,MARANHAO,ESTADO,UTI,14,840000.0,Secretaria Estadual de Saúde,MA,05-06-2020,-5.42,-45.44
2020-04-06,WEG,MARANHAO,ESTADO,UTI,1,60000.0,Secretaria Estadual de Saúde,MA,05-06-2020,-5.42,-45.44
2020-04-06,MAGNAMED,MARANHAO,ESTADO,TRANSPORTE,2,96580.0,Secretaria Estadual de Saúde,MA,05-06-2020,-5.42,-45.44
2020-04-06,MAGNAMED,MARANHAO,ESTADO,TRANSPORTE,13,627770.0,Secretaria Estadual de Saúde,MA,05-06-2020,-5.42,-45.44
2020-04-06,VYAIRE,MARANHAO,MUNICIPIO,UTI,5,300000.0,Secretaria Municipal de Saúde (Caxias),MA,06-06-2020,-5.42,-45.44
2020-04-06,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,5,241450.0,Secretaria Municipal de Saúde (Caxias),MA,06-06-2020,-5.42,-45.44
2020-08-06,LEISTUNG,MARANHAO,MUNICIPIO,UTI,5,300000.0,Secretaria Municipal de Saúde (Pinheiro),MA,11-06-2020,-5.42,-45.44
2020-08-06,LEISTUNG,MARANHAO,MUNICIPIO,UTI,5,300000.0,Secretaria Municipal de Saúde (Santa Inês),MA,11-06-2020,-5.42,-45.44
2020-08-06,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,5,241450.0,Secretaria Municipal de Saúde (Santa Inês),MA,11-06-2020,-5.42,-45.44
2020-08-06,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,5,241450.0,Secretaria Municipal de Saúde (Pinheiro),MA,11-06-2020,-5.42,-45.44
2020-08-06,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,5,241450.0,Secretaria Municipal de Saúde (Balsas),MA,11-06-2020,-5.42,-45.44
2020-08-06,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,10,482900.0,Secretaria Municipal de Saúde (São Luís),MA,11-06-2020,-5.42,-45.44
2020-08-06,LEISTUNG,MARANHAO,MUNICIPIO,UTI,5,300000.0,Secretaria Municipal de Saúde (Balsas),MA,11-06-2020,-5.42,-45.44
2020-08-06,LEISTUNG,MARANHAO,MUNICIPIO,UTI,10,600000.0,Secretaria Municipal de Saúde (São Luís),MA,11-06-2020,-5.42,-45.44
2020-06-16,MAGNAMED,MARANHAO,ESTADO,TRANSPORTE,20,965800.0,Secretaria Estadual de Saúde,MA,22-06-2020,-5.42,-45.44
2020-06-26,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,2,96580.0,Secretaria Municipal de Saúde  (BALSAS - SMS),MA,03-07-2020,-5.42,-45.44
2020-06-26,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,2,96580.0,Secretaria Municipal de Saúde (CAXIAS),MA,03-07-2020,-5.42,-45.44
2020-06-26,VYAIRE,MARANHAO,MUNICIPIO,UTI,2,120000.0,Secretaria Municipal de Saúde (CAXIAS),MA,03-07-2020,-5.42,-45.44
2020-06-26,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,19,917510.0,Secretaria Municipal de Saúde (IMPERATRIZ),MA,03-07-2020,-5.42,-45.44
2020-06-26,VYAIRE,MARANHAO,MUNICIPIO,UTI,5,300000.0,Secretaria Municipal de Saúde (IMPERATRIZ),MA,03-07-2020,-5.42,-45.44
2020-06-26,VYAIRE,MARANHAO,MUNICIPIO,UTI,8,480000.0,Secretaria Municipal de Saúde (PERITORÓ),MA,03-07-2020,-5.42,-45.44
2020-06-26,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,20,965800.0,Secretaria Municipal de Saúde (SANTA INÊS),MA,03-07-2020,-5.42,-45.44
2020-06-26,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,3,144870.0,Secretaria Municipal de Saúde (SÃO JOSÉ DE RIBAMAR),MA,03-07-2020,-5.42,-45.44
2020-06-26,VYAIRE,MARANHAO,MUNICIPIO,UTI,2,120000.0,Secretaria Municipal de Saúde (SÃO JOSÉ DE RIBAMAR),MA,03-07-2020,-5.42,-45.44
2020-06-26,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,10,482900.0,Secretaria Municipal de Saúde (São Luís),MA,03-07-2020,-5.42,-45.44
2020-06-26,VYAIRE,MARANHAO,MUNICIPIO,UTI,10,600000.0,Secretaria Municipal de Saúde (São Luís),MA,03-07-2020,-5.42,-45.44
2020-06-26,VYAIRE,MARANHAO,MUNICIPIO,UTI,1,60000.0,Secretaria Municipal de Saúde (SÍTIO NOVO),MA,03-07-2020,-5.42,-45.44
2020-06-26,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,1,48290.0,Secretaria Municipal de Saúde (TIMOM),MA,03-07-2020,-5.42,-45.44
2020-06-26,VYAIRE,MARANHAO,MUNICIPIO,UTI,1,60000.0,Secretaria Municipal de Saúde (ZÉ DOCA),MA,03-07-2020,-5.42,-45.44
2020-07-07,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,5,241450.0,COROATÁ - Hospital  Regional Alexandre M. Trovão de Coroatá,MA,18-07-2020,-5.42,-45.44
2020-07-07,VYAIRE,MARANHAO,MUNICIPIO,UTI,5,300000.0,IMPERATRIZ - HOSPITAL MACRORREGIONAL  DRA RUTH NOLETO,MA,20-07-2020,-5.42,-45.44
2020-07-07,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,5,241450.0,IMPERATRIZ - HOSPITAL MACRORREGIONAL  DRA RUTH NOLETO,MA,20-07-2020,-5.42,-45.44
2020-07-07,VYAIRE,MARANHAO,MUNICIPIO,UTI,5,300000.0,SANTA INÊS - HOSPITAL REGIONAL TOMÁS MARTINS,MA,19-07-2020,-5.42,-45.44
2020-07-07,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,5,241450.0,SANTA INÊS - HOSPITAL REGIONAL TOMÁS MARTINS,MA,19-07-2020,-5.42,-45.44
2020-07-07,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,5,241450.0,TIMBIRAS - Hospital  Regional de Timbiras,MA,18-07-2020,-5.42,-45.44
2020-07-07,VYAIRE,MARANHAO,MUNICIPIO,UTI,5,300000.0,TIMON - Hospital Regional Alarico Pacheco,MA,17-07-2020,-5.42,-45.44
2020-07-07,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,5,241450.0,TIMON - Hospital Regional Alarico Pacheco,MA,17-07-2020,-5.42,-45.44
2020-07-24,VYAIRE,MARANHAO,MUNICIPIO,UTI,5,300000.0,VITORINO FREIRE - Secretaria Municipal de Saúde ,MA,07-08-2020,-5.42,-45.44
2020-07-24,KTK,MARANHAO,MUNICIPIO,TRANSPORTE,2,40000.0,VITORINO FREIRE - Secretaria Municipal de Saúde ,MA,07-08-2020,-5.42,-45.44
2020-07-31,KTK,MARANHAO,MUNICIPIO,TRANSPORTE,2,40000.0,SMS de ITAPECURU MIRIM,MA,14-08-2020,-5.42,-45.44
2020-09-08,LEISTUNG,MARANHAO,MUNICIPIO,UTI,1,60000.0,SMS de GRAJAU,MA,15-08-2020,-5.42,-45.44
2020-09-08,LEISTUNG,MARANHAO,MUNICIPIO,UTI,2,120000.0,SMS de BOM JARDIM,MA,15-08-2020,-5.42,-45.44
2020-09-08,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de GRAJAU,MA,15-08-2020,-5.42,-45.44
